Localité;;"T19M3LV [°C]";"T19M3LV [%HR]"
07/08/2022;20:30:00;22,6;54,5
07/08/2022;20:45:00;22,7;54,5
07/08/2022;21:00:00;22,7;54,5
07/08/2022;21:15:00;22,7;54,6
07/08/2022;21:30:00;22,7;54,7
07/08/2022;21:45:00;22,7;54,7
07/08/2022;22:00:00;22,8;54,8
07/08/2022;22:15:00;22,8;54,9
07/08/2022;22:30:00;22,8;54,9
07/08/2022;22:45:00;22,8;55,0
07/08/2022;23:00:00;22,8;55,1
07/08/2022;23:15:00;22,8;55,1
07/08/2022;23:30:00;22,8;55,1
07/08/2022;23:45:00;22,9;55,2
08/08/2022;00:00:00;22,9;55,3
08/08/2022;00:15:00;22,9;55,3
08/08/2022;00:30:00;22,9;55,4
08/08/2022;00:45:00;22,9;55,4
08/08/2022;01:00:00;22,9;55,4
08/08/2022;01:15:00;22,9;55,5
08/08/2022;01:30:00;23,0;55,5
08/08/2022;01:45:00;23,0;55,5
08/08/2022;02:00:00;23,0;55,6
08/08/2022;02:15:00;23,0;55,7
08/08/2022;02:30:00;23,0;55,7
08/08/2022;02:45:00;23,0;55,7
08/08/2022;03:00:00;23,0;55,8
08/08/2022;03:15:00;23,0;55,8
08/08/2022;03:30:00;23,1;55,8
08/08/2022;03:45:00;23,1;55,8
08/08/2022;04:00:00;23,1;55,9
08/08/2022;04:15:00;23,1;56,0
08/08/2022;04:30:00;23,1;56,1
08/08/2022;04:45:00;23,1;56,2
08/08/2022;05:00:00;23,1;56,4
08/08/2022;05:15:00;23,1;56,4
08/08/2022;05:30:00;23,1;56,5
08/08/2022;05:45:00;23,1;56,6
08/08/2022;06:00:00;23,1;56,8
08/08/2022;06:15:00;23,1;56,7
08/08/2022;06:30:00;23,1;56,7
08/08/2022;06:45:00;23,1;56,7
08/08/2022;07:00:00;23,1;56,6
08/08/2022;07:15:00;23,2;56,7
08/08/2022;07:30:00;23,2;57,0
08/08/2022;07:45:00;22,9;56,6
08/08/2022;08:00:00;22,4;56,0
08/08/2022;08:15:00;22,3;53,2
08/08/2022;08:30:00;22,2;52,7
08/08/2022;08:45:00;22,2;53,9
08/08/2022;09:00:00;22,1;52,0
08/08/2022;09:15:00;22,1;49,8
08/08/2022;09:30:00;22,0;51,3
08/08/2022;09:45:00;22,0;51,1
08/08/2022;10:00:00;21,9;49,4
08/08/2022;10:15:00;21,9;49,0
08/08/2022;10:30:00;21,8;49,9
08/08/2022;10:45:00;21,8;50,6
08/08/2022;11:00:00;21,9;52,8
08/08/2022;11:15:00;21,7;52,2
08/08/2022;11:30:00;21,5;53,3
08/08/2022;11:45:00;21,5;54,2
08/08/2022;12:00:00;21,5;54,7
08/08/2022;12:15:00;21,5;56,2
08/08/2022;12:30:00;21,7;56,2
08/08/2022;12:45:00;21,7;55,4
08/08/2022;13:00:00;21,7;54,3
08/08/2022;13:15:00;21,7;53,4
08/08/2022;13:30:00;21,6;54,8
08/08/2022;13:45:00;21,6;53,2
08/08/2022;14:00:00;21,6;52,5
08/08/2022;14:15:00;21,6;53,1
08/08/2022;14:30:00;21,6;53,2
08/08/2022;14:45:00;21,6;53,9
08/08/2022;15:00:00;21,6;53,5
08/08/2022;15:15:00;21,6;52,4
08/08/2022;15:30:00;21,5;51,9
08/08/2022;15:45:00;21,2;50,7
08/08/2022;16:00:00;21,3;53,4
08/08/2022;16:15:00;21,5;54,1
08/08/2022;16:30:00;21,5;52,7
08/08/2022;16:45:00;21,4;51,1
08/08/2022;17:00:00;21,4;52,0
08/08/2022;17:15:00;21,4;51,8
08/08/2022;17:30:00;21,7;53,0
08/08/2022;17:45:00;21,9;53,0
08/08/2022;18:00:00;22,0;53,2
08/08/2022;18:15:00;22,1;53,7
08/08/2022;18:30:00;22,1;54,3
08/08/2022;18:45:00;22,2;54,9
08/08/2022;19:00:00;22,2;55,4
08/08/2022;19:15:00;22,2;55,9
08/08/2022;19:30:00;22,3;56,3
08/08/2022;19:45:00;22,3;56,6
08/08/2022;20:00:00;22,3;56,6
08/08/2022;20:15:00;22,4;56,9
08/08/2022;20:30:00;22,4;57,0
08/08/2022;20:45:00;22,4;57,1
08/08/2022;21:00:00;22,4;57,3
08/08/2022;21:15:00;22,4;57,4
08/08/2022;21:30:00;22,5;57,6
08/08/2022;21:45:00;22,5;57,7
08/08/2022;22:00:00;22,5;57,8
08/08/2022;22:15:00;22,5;57,9
08/08/2022;22:30:00;22,5;58,0
08/08/2022;22:45:00;22,6;58,1
08/08/2022;23:00:00;22,6;58,1
08/08/2022;23:15:00;22,6;58,3
08/08/2022;23:30:00;22,6;58,3
08/08/2022;23:45:00;22,6;58,5
09/08/2022;00:00:00;22,6;58,4
09/08/2022;00:15:00;22,7;58,4
09/08/2022;00:30:00;22,7;58,4
09/08/2022;00:45:00;22,7;58,5
09/08/2022;01:00:00;22,7;58,4
09/08/2022;01:15:00;22,7;58,4
09/08/2022;01:30:00;22,7;58,4
09/08/2022;01:45:00;22,7;58,3
09/08/2022;02:00:00;22,7;58,3
09/08/2022;02:15:00;22,8;58,3
09/08/2022;02:30:00;22,8;58,4
09/08/2022;02:45:00;22,8;58,4
09/08/2022;03:00:00;22,8;58,5
09/08/2022;03:15:00;22,8;58,6
09/08/2022;03:30:00;22,8;58,5
09/08/2022;03:45:00;22,8;58,4
09/08/2022;04:00:00;22,8;58,4
09/08/2022;04:15:00;22,8;58,4
09/08/2022;04:30:00;22,9;58,4
09/08/2022;04:45:00;22,9;58,4
09/08/2022;05:00:00;22,9;58,4
09/08/2022;05:15:00;22,9;58,4
09/08/2022;05:30:00;22,9;58,5
09/08/2022;05:45:00;22,9;58,5
09/08/2022;06:00:00;22,9;58,5
09/08/2022;06:15:00;22,9;58,5
09/08/2022;06:30:00;22,9;58,5
09/08/2022;06:45:00;22,9;58,5
09/08/2022;07:00:00;22,9;58,5
09/08/2022;07:15:00;23,0;58,5
09/08/2022;07:30:00;23,0;58,6
09/08/2022;07:45:00;23,0;58,6
09/08/2022;08:00:00;23,0;58,7
09/08/2022;08:15:00;23,0;58,7
09/08/2022;08:30:00;23,0;58,8
09/08/2022;08:45:00;23,0;59,0
09/08/2022;09:00:00;23,0;61,9
09/08/2022;09:15:00;22,4;57,8
09/08/2022;09:30:00;22,3;56,5
09/08/2022;09:45:00;22,2;56,3
09/08/2022;10:00:00;22,1;58,3
09/08/2022;10:15:00;22,0;57,2
09/08/2022;10:30:00;22,0;56,4
09/08/2022;10:45:00;22,0;56,6
09/08/2022;11:00:00;21,9;54,6
09/08/2022;11:15:00;21,9;55,9
09/08/2022;11:30:00;21,9;55,5
09/08/2022;11:45:00;21,9;53,9
09/08/2022;12:00:00;21,8;53,7
09/08/2022;12:15:00;21,8;54,3
09/08/2022;12:30:00;21,8;54,8
09/08/2022;12:45:00;21,7;52,9
09/08/2022;13:00:00;21,7;51,7
09/08/2022;13:15:00;21,7;53,0
09/08/2022;13:30:00;21,7;53,3
09/08/2022;13:45:00;21,8;52,8
09/08/2022;14:00:00;21,6;50,8
09/08/2022;14:15:00;21,5;52,1
09/08/2022;14:30:00;21,6;53,5
09/08/2022;14:45:00;21,6;52,5
09/08/2022;15:00:00;21,6;51,5
09/08/2022;15:15:00;21,6;52,2
09/08/2022;15:30:00;21,6;53,8
09/08/2022;15:45:00;21,6;54,3
09/08/2022;16:00:00;21,6;53,3
09/08/2022;16:15:00;21,6;52,4
09/08/2022;16:30:00;21,5;53,8
09/08/2022;16:45:00;21,5;54,2
09/08/2022;17:00:00;21,8;53,5
09/08/2022;17:15:00;22,0;53,3
09/08/2022;17:30:00;22,1;53,5
09/08/2022;17:45:00;22,2;53,8
09/08/2022;18:00:00;22,2;54,3
09/08/2022;18:15:00;22,3;54,8
09/08/2022;18:30:00;22,3;55,6
09/08/2022;18:45:00;22,4;56,1
09/08/2022;19:00:00;22,4;56,5
09/08/2022;19:15:00;22,4;56,8
09/08/2022;19:30:00;22,4;57,1
09/08/2022;19:45:00;22,5;57,4
09/08/2022;20:00:00;22,5;57,5
09/08/2022;20:15:00;22,5;57,6
09/08/2022;20:30:00;22,5;57,8
09/08/2022;20:45:00;22,6;57,8
09/08/2022;21:00:00;22,6;57,8
09/08/2022;21:15:00;22,6;58,1
09/08/2022;21:30:00;22,6;58,1
09/08/2022;21:45:00;22,6;58,1
09/08/2022;22:00:00;22,7;58,8
09/08/2022;22:15:00;22,7;59,2
09/08/2022;22:30:00;22,7;59,3
09/08/2022;22:45:00;22,7;59,3
09/08/2022;23:00:00;22,7;59,3
09/08/2022;23:15:00;22,8;59,2
09/08/2022;23:30:00;22,8;59,1
09/08/2022;23:45:00;22,8;59,0
10/08/2022;00:00:00;22,8;58,9
10/08/2022;00:15:00;22,8;58,9
10/08/2022;00:30:00;22,8;58,9
10/08/2022;00:45:00;22,9;58,8
10/08/2022;01:00:00;22,9;58,8
10/08/2022;01:15:00;22,9;58,7
10/08/2022;01:30:00;22,9;58,7
10/08/2022;01:45:00;22,9;58,7
10/08/2022;02:00:00;22,9;58,7
10/08/2022;02:15:00;22,9;58,6
10/08/2022;02:30:00;22,9;58,6
10/08/2022;02:45:00;23,0;58,6
10/08/2022;03:00:00;23,0;58,5
10/08/2022;03:15:00;23,0;58,5
10/08/2022;03:30:00;23,0;58,5
10/08/2022;03:45:00;23,0;58,5
10/08/2022;04:00:00;23,0;58,5
10/08/2022;04:15:00;23,0;58,5
10/08/2022;04:30:00;23,0;58,5
10/08/2022;04:45:00;23,0;58,5
10/08/2022;05:00:00;23,1;58,5
10/08/2022;05:15:00;23,0;58,5
10/08/2022;05:30:00;23,1;58,5
10/08/2022;05:45:00;23,1;58,5
10/08/2022;06:00:00;23,1;58,6
10/08/2022;06:15:00;23,1;58,7
10/08/2022;06:30:00;23,1;58,9
10/08/2022;06:45:00;23,1;59,0
10/08/2022;07:00:00;23,1;59,0
10/08/2022;07:15:00;23,1;59,0
10/08/2022;07:30:00;23,1;58,9
10/08/2022;07:45:00;23,1;58,9
10/08/2022;08:00:00;23,2;58,8
10/08/2022;08:15:00;23,2;58,7
10/08/2022;08:30:00;23,2;58,8
10/08/2022;08:45:00;23,2;58,8
10/08/2022;09:00:00;22,7;58,3
10/08/2022;09:15:00;22,4;56,3
10/08/2022;09:30:00;22,3;57,2
10/08/2022;09:45:00;22,3;58,1
10/08/2022;10:00:00;22,2;56,2
10/08/2022;10:15:00;22,2;56,7
10/08/2022;10:30:00;22,2;56,0
10/08/2022;10:45:00;22,1;56,3
10/08/2022;11:00:00;22,1;56,6
10/08/2022;11:15:00;22,1;58,0
10/08/2022;11:30:00;22,1;55,5
10/08/2022;11:45:00;22,0;55,7
10/08/2022;12:00:00;22,0;56,2
10/08/2022;12:15:00;22,0;55,1
10/08/2022;12:30:00;21,9;55,6
10/08/2022;12:45:00;21,9;55,5
10/08/2022;13:00:00;21,8;53,8
10/08/2022;13:15:00;21,8;54,7
10/08/2022;13:30:00;21,8;54,7
10/08/2022;13:45:00;21,7;53,5
10/08/2022;14:00:00;21,9;54,4
10/08/2022;14:15:00;21,8;53,4
10/08/2022;14:30:00;21,8;55,3
10/08/2022;14:45:00;21,8;52,8
10/08/2022;15:00:00;21,7;53,2
10/08/2022;15:15:00;21,7;54,7
10/08/2022;15:30:00;21,8;54,2
10/08/2022;15:45:00;21,8;54,3
10/08/2022;16:00:00;21,8;53,0
10/08/2022;16:15:00;21,7;52,5
10/08/2022;16:30:00;21,8;54,3
10/08/2022;16:45:00;21,8;52,4
10/08/2022;17:00:00;21,8;52,0
10/08/2022;17:15:00;21,7;54,8
10/08/2022;17:30:00;21,7;54,4
10/08/2022;17:45:00;22,0;54,1
10/08/2022;18:00:00;22,2;53,8
10/08/2022;18:15:00;22,3;54,0
10/08/2022;18:30:00;22,3;54,4
10/08/2022;18:45:00;22,4;54,8
10/08/2022;19:00:00;22,4;55,2
10/08/2022;19:15:00;22,5;55,5
10/08/2022;19:30:00;22,5;55,9
10/08/2022;19:45:00;22,6;56,3
10/08/2022;20:00:00;22,6;56,7
10/08/2022;20:15:00;22,6;57,0
10/08/2022;20:30:00;22,6;57,3
10/08/2022;20:45:00;22,7;57,5
10/08/2022;21:00:00;22,7;57,5
10/08/2022;21:15:00;22,7;57,4
10/08/2022;21:30:00;22,7;57,5
10/08/2022;21:45:00;22,7;57,7
10/08/2022;22:00:00;22,8;57,6
10/08/2022;22:15:00;22,8;57,7
10/08/2022;22:30:00;22,8;57,8
10/08/2022;22:45:00;22,8;58,0
10/08/2022;23:00:00;22,8;58,0
10/08/2022;23:15:00;22,9;58,1
10/08/2022;23:30:00;22,9;58,1
10/08/2022;23:45:00;22,9;58,0
11/08/2022;00:00:00;22,9;58,1
11/08/2022;00:15:00;22,9;58,0
11/08/2022;00:30:00;22,9;58,0
11/08/2022;00:45:00;23,0;58,1
11/08/2022;01:00:00;23,0;58,0
11/08/2022;01:15:00;23,0;58,0
11/08/2022;01:30:00;23,0;57,9
11/08/2022;01:45:00;23,0;57,8
11/08/2022;02:00:00;23,0;57,9
11/08/2022;02:15:00;23,0;57,9
11/08/2022;02:30:00;23,1;57,9
11/08/2022;02:45:00;23,1;57,9
11/08/2022;03:00:00;23,1;57,9
11/08/2022;03:15:00;23,1;57,9
11/08/2022;03:30:00;23,1;57,9
11/08/2022;03:45:00;23,1;58,0
11/08/2022;04:00:00;23,1;57,9
11/08/2022;04:15:00;23,1;58,0
11/08/2022;04:30:00;23,2;58,1
11/08/2022;04:45:00;23,2;58,1
11/08/2022;05:00:00;23,2;58,2
11/08/2022;05:15:00;23,2;58,1
11/08/2022;05:30:00;23,2;58,1
11/08/2022;05:45:00;23,2;58,2
11/08/2022;06:00:00;23,2;58,4
11/08/2022;06:15:00;23,2;58,4
11/08/2022;06:30:00;23,2;58,6
11/08/2022;06:45:00;23,2;58,5
11/08/2022;07:00:00;23,3;58,4
11/08/2022;07:15:00;23,3;58,4
11/08/2022;07:30:00;23,3;58,6
11/08/2022;07:45:00;23,3;58,6
11/08/2022;08:00:00;23,3;58,6
11/08/2022;08:15:00;23,3;58,7
11/08/2022;08:30:00;23,3;58,7
11/08/2022;08:45:00;23,3;58,9
11/08/2022;09:00:00;23,3;59,8
11/08/2022;09:15:00;22,9;58,2
11/08/2022;09:30:00;22,6;62,0
11/08/2022;09:45:00;22,7;61,3
11/08/2022;10:00:00;22,5;58,3
11/08/2022;10:15:00;22,4;57,9
11/08/2022;10:30:00;22,2;58,9
11/08/2022;10:45:00;22,2;57,8
11/08/2022;11:00:00;22,2;58,6
11/08/2022;11:15:00;22,2;57,4
11/08/2022;11:30:00;22,2;58,0
11/08/2022;11:45:00;22,2;56,5
11/08/2022;12:00:00;22,1;55,6
11/08/2022;12:15:00;22,0;56,2
11/08/2022;12:30:00;22,2;56,3
11/08/2022;12:45:00;22,4;56,5
11/08/2022;13:00:00;22,3;54,3
11/08/2022;13:15:00;22,3;56,2
11/08/2022;13:30:00;22,2;53,9
11/08/2022;13:45:00;22,1;52,2
11/08/2022;14:00:00;22,0;53,6
11/08/2022;14:15:00;22,1;54,4
11/08/2022;14:30:00;22,0;53,0
11/08/2022;14:45:00;22,0;53,1
11/08/2022;15:00:00;22,1;54,9
11/08/2022;15:15:00;22,1;53,4
11/08/2022;15:30:00;22,3;55,8
11/08/2022;15:45:00;22,3;55,3
11/08/2022;16:00:00;22,4;57,6
11/08/2022;16:15:00;22,4;55,9
11/08/2022;16:30:00;22,4;59,2
11/08/2022;16:45:00;22,3;54,9
11/08/2022;17:00:00;22,2;56,2
11/08/2022;17:15:00;22,2;55,0
11/08/2022;17:30:00;22,1;54,5
11/08/2022;17:45:00;22,1;56,6
11/08/2022;18:00:00;22,6;56,2
11/08/2022;18:15:00;22,6;56,4
11/08/2022;18:30:00;22,6;56,8
11/08/2022;18:45:00;22,7;56,8
11/08/2022;19:00:00;22,7;57,6
11/08/2022;19:15:00;22,7;57,9
11/08/2022;19:30:00;22,7;58,0
11/08/2022;19:45:00;22,7;58,3
11/08/2022;20:00:00;22,8;58,6
11/08/2022;20:15:00;22,8;58,7
11/08/2022;20:30:00;22,8;58,7
11/08/2022;20:45:00;22,8;58,8
11/08/2022;21:00:00;22,8;59,0
11/08/2022;21:15:00;22,8;59,2
11/08/2022;21:30:00;22,9;59,2
11/08/2022;21:45:00;22,9;59,2
11/08/2022;22:00:00;22,9;59,3
11/08/2022;22:15:00;22,9;59,3
11/08/2022;22:30:00;22,9;59,4
11/08/2022;22:45:00;22,9;59,5
11/08/2022;23:00:00;22,9;59,6
11/08/2022;23:15:00;22,9;59,5
11/08/2022;23:30:00;23,0;59,6
11/08/2022;23:45:00;23,0;59,6
12/08/2022;00:00:00;23,0;59,6
12/08/2022;00:15:00;23,0;59,7
12/08/2022;00:30:00;23,0;59,8
12/08/2022;00:45:00;23,0;59,8
12/08/2022;01:00:00;23,1;59,8
12/08/2022;01:15:00;23,0;59,9
12/08/2022;01:30:00;23,0;60,0
12/08/2022;01:45:00;23,0;60,0
12/08/2022;02:00:00;23,1;60,1
12/08/2022;02:15:00;23,1;60,1
12/08/2022;02:30:00;23,1;60,2
12/08/2022;02:45:00;23,1;60,2
12/08/2022;03:00:00;23,1;60,2
12/08/2022;03:15:00;23,1;60,2
12/08/2022;03:30:00;23,1;60,2
12/08/2022;03:45:00;23,1;60,2
12/08/2022;04:00:00;23,1;60,2
12/08/2022;04:15:00;23,1;60,3
12/08/2022;04:30:00;23,1;60,2
12/08/2022;04:45:00;23,2;60,3
12/08/2022;05:00:00;23,2;60,4
12/08/2022;05:15:00;23,2;60,5
12/08/2022;05:30:00;23,2;60,5
12/08/2022;05:45:00;23,2;60,5
12/08/2022;06:00:00;23,2;60,5
12/08/2022;06:15:00;23,2;60,6
12/08/2022;06:30:00;23,2;60,6
12/08/2022;06:45:00;23,1;60,7
12/08/2022;07:00:00;23,2;60,7
12/08/2022;07:15:00;23,2;60,7
12/08/2022;07:30:00;23,2;60,8
12/08/2022;07:45:00;23,2;60,7
12/08/2022;08:00:00;23,2;60,8
12/08/2022;08:15:00;23,2;60,7
12/08/2022;08:30:00;23,2;60,8
12/08/2022;08:45:00;23,1;61,6
12/08/2022;09:00:00;22,4;57,6
12/08/2022;09:15:00;22,5;58,8
12/08/2022;09:30:00;22,5;59,4
12/08/2022;09:45:00;22,5;57,5
12/08/2022;10:00:00;22,4;56,4
12/08/2022;10:15:00;22,4;57,2
12/08/2022;10:30:00;22,3;55,0
12/08/2022;10:45:00;22,2;54,2
12/08/2022;11:00:00;22,3;55,5
12/08/2022;11:15:00;22,2;53,8
12/08/2022;11:30:00;22,1;53,0
12/08/2022;11:45:00;22,1;53,8
12/08/2022;12:00:00;22,1;54,9
12/08/2022;12:15:00;22,1;55,3
12/08/2022;12:30:00;22,1;55,0
12/08/2022;12:45:00;22,1;52,7
12/08/2022;13:00:00;22,0;53,3
12/08/2022;13:15:00;21,9;50,8
12/08/2022;13:30:00;22,0;52,5
12/08/2022;13:45:00;22,0;52,5
12/08/2022;14:00:00;21,9;52,6
12/08/2022;14:15:00;21,9;52,3
12/08/2022;14:30:00;22,0;52,9
12/08/2022;14:45:00;22,4;53,8
12/08/2022;15:00:00;22,6;55,5
12/08/2022;15:15:00;22,8;54,7
12/08/2022;15:30:00;22,8;55,1
12/08/2022;15:45:00;22,9;55,5
12/08/2022;16:00:00;22,9;55,5
12/08/2022;16:15:00;22,9;56,8
12/08/2022;16:30:00;22,9;56,0
12/08/2022;16:45:00;22,8;56,1
12/08/2022;17:00:00;22,8;55,5
12/08/2022;17:15:00;22,8;55,7
12/08/2022;17:30:00;22,9;55,2
12/08/2022;17:45:00;22,8;55,5
12/08/2022;18:00:00;22,8;55,6
12/08/2022;18:15:00;22,8;55,9
12/08/2022;18:30:00;22,8;56,0
12/08/2022;18:45:00;22,8;56,1
12/08/2022;19:00:00;22,8;56,2
12/08/2022;19:15:00;22,8;56,3
12/08/2022;19:30:00;22,8;56,4
12/08/2022;19:45:00;22,9;56,5
12/08/2022;20:00:00;22,8;56,6
12/08/2022;20:15:00;22,9;56,6
12/08/2022;20:30:00;22,9;56,7
12/08/2022;20:45:00;22,9;56,9
12/08/2022;21:00:00;22,9;56,9
12/08/2022;21:15:00;22,9;57,0
12/08/2022;21:30:00;22,9;57,1
12/08/2022;21:45:00;22,9;57,1
12/08/2022;22:00:00;22,9;57,2
12/08/2022;22:15:00;22,9;57,2
12/08/2022;22:30:00;22,9;57,2
12/08/2022;22:45:00;22,9;57,2
12/08/2022;23:00:00;22,9;57,2
12/08/2022;23:15:00;22,9;57,2
12/08/2022;23:30:00;22,9;57,2
12/08/2022;23:45:00;23,0;57,3
13/08/2022;00:00:00;23,0;57,5
13/08/2022;00:15:00;23,0;57,7
13/08/2022;00:30:00;23,0;57,8
13/08/2022;00:45:00;23,0;57,9
13/08/2022;01:00:00;23,0;58,0
13/08/2022;01:15:00;23,0;58,0
13/08/2022;01:30:00;23,0;58,1
13/08/2022;01:45:00;23,0;58,2
13/08/2022;02:00:00;23,0;58,3
13/08/2022;02:15:00;23,0;58,3
13/08/2022;02:30:00;23,0;58,4
13/08/2022;02:45:00;23,0;58,5
13/08/2022;03:00:00;23,0;58,6
13/08/2022;03:15:00;23,0;58,7
13/08/2022;03:30:00;23,0;58,8
13/08/2022;03:45:00;23,0;58,8
13/08/2022;04:00:00;23,0;58,9
13/08/2022;04:15:00;23,0;58,9
13/08/2022;04:30:00;23,0;58,9
13/08/2022;04:45:00;23,0;59,0
13/08/2022;05:00:00;23,0;59,2
13/08/2022;05:15:00;23,0;59,2
13/08/2022;05:30:00;23,0;59,3
13/08/2022;05:45:00;23,0;59,4
13/08/2022;06:00:00;23,0;59,6
13/08/2022;06:15:00;23,0;59,8
13/08/2022;06:30:00;23,0;59,6
13/08/2022;06:45:00;23,0;59,7
13/08/2022;07:00:00;23,0;59,7
13/08/2022;07:15:00;23,0;59,6
13/08/2022;07:30:00;23,0;59,7
13/08/2022;07:45:00;23,0;59,7
13/08/2022;08:00:00;23,0;59,8
13/08/2022;08:15:00;23,0;59,8
13/08/2022;08:30:00;23,0;59,9
13/08/2022;08:45:00;23,0;59,8
13/08/2022;09:00:00;23,0;59,9
13/08/2022;09:15:00;22,5;56,3
13/08/2022;09:30:00;22,2;56,4
13/08/2022;09:45:00;22,2;56,5
13/08/2022;10:00:00;22,1;55,0
13/08/2022;10:15:00;22,1;53,6
13/08/2022;10:30:00;22,0;52,8
13/08/2022;10:45:00;21,9;54,1
13/08/2022;11:00:00;21,9;54,3
13/08/2022;11:15:00;22,0;55,7
13/08/2022;11:30:00;21,9;52,9
13/08/2022;11:45:00;21,9;53,0
13/08/2022;12:00:00;22,2;54,5
13/08/2022;12:15:00;22,0;54,8
13/08/2022;12:30:00;21,9;54,2
13/08/2022;12:45:00;21,9;54,8
13/08/2022;13:00:00;21,9;53,7
13/08/2022;13:15:00;21,8;52,3
13/08/2022;13:30:00;21,7;51,5
13/08/2022;13:45:00;21,7;51,7
13/08/2022;14:00:00;21,7;51,4
13/08/2022;14:15:00;21,6;52,0
13/08/2022;14:30:00;21,8;53,5
13/08/2022;14:45:00;22,2;53,8
13/08/2022;15:00:00;22,4;54,4
13/08/2022;15:15:00;22,5;53,6
13/08/2022;15:30:00;22,0;52,3
13/08/2022;15:45:00;21,8;53,0
13/08/2022;16:00:00;21,8;54,2
13/08/2022;16:15:00;21,8;52,2
13/08/2022;16:30:00;21,7;51,8
13/08/2022;16:45:00;21,7;53,0
13/08/2022;17:00:00;21,7;51,7
13/08/2022;17:15:00;21,9;52,3
13/08/2022;17:30:00;22,1;52,6
13/08/2022;17:45:00;22,2;53,0
13/08/2022;18:00:00;22,3;53,3
13/08/2022;18:15:00;22,3;53,7
13/08/2022;18:30:00;22,4;53,9
13/08/2022;18:45:00;22,4;54,4
13/08/2022;19:00:00;22,4;54,7
13/08/2022;19:15:00;22,5;55,0
13/08/2022;19:30:00;22,5;55,3
13/08/2022;19:45:00;22,5;55,5
13/08/2022;20:00:00;22,5;55,8
13/08/2022;20:15:00;22,5;56,0
13/08/2022;20:30:00;22,6;56,3
13/08/2022;20:45:00;22,6;56,4
13/08/2022;21:00:00;22,6;56,5
13/08/2022;21:15:00;22,6;56,7
13/08/2022;21:30:00;22,6;56,8
13/08/2022;21:45:00;22,6;56,9
13/08/2022;22:00:00;22,7;57,0
13/08/2022;22:15:00;22,7;57,1
13/08/2022;22:30:00;22,7;57,2
13/08/2022;22:45:00;22,7;57,3
13/08/2022;23:00:00;22,7;57,4
13/08/2022;23:15:00;22,7;57,5
13/08/2022;23:30:00;22,7;57,6
13/08/2022;23:45:00;22,7;57,6
14/08/2022;00:00:00;22,7;57,8
14/08/2022;00:15:00;22,8;57,8
14/08/2022;00:30:00;22,8;57,9
14/08/2022;00:45:00;22,8;58,0
14/08/2022;01:00:00;22,8;58,0
14/08/2022;01:15:00;22,8;58,0
14/08/2022;01:30:00;22,8;58,1
14/08/2022;01:45:00;22,8;58,2
14/08/2022;02:00:00;22,8;58,2
14/08/2022;02:15:00;22,8;58,2
14/08/2022;02:30:00;22,8;58,2
14/08/2022;02:45:00;22,9;58,3
14/08/2022;03:00:00;22,9;58,3
14/08/2022;03:15:00;22,9;58,3
14/08/2022;03:30:00;22,9;58,2
14/08/2022;03:45:00;22,9;58,4
14/08/2022;04:00:00;22,9;58,3
14/08/2022;04:15:00;22,9;58,3
14/08/2022;04:30:00;22,9;58,4
14/08/2022;04:45:00;22,9;58,5
14/08/2022;05:00:00;22,9;58,6
14/08/2022;05:15:00;22,9;58,6
14/08/2022;05:30:00;22,9;58,9
14/08/2022;05:45:00;22,9;59,2
14/08/2022;06:00:00;22,9;59,5
14/08/2022;06:15:00;22,9;59,8
14/08/2022;06:30:00;22,9;59,8
14/08/2022;06:45:00;22,9;59,7
14/08/2022;07:00:00;22,9;59,9
14/08/2022;07:15:00;22,9;60,0
14/08/2022;07:30:00;22,9;60,1
14/08/2022;07:45:00;22,9;60,1
14/08/2022;08:00:00;22,9;60,2
14/08/2022;08:15:00;22,9;60,1
14/08/2022;08:30:00;23,0;59,9
14/08/2022;08:45:00;23,0;59,9
14/08/2022;09:00:00;23,0;59,9
14/08/2022;09:15:00;23,0;59,8
14/08/2022;09:30:00;23,0;60,0
14/08/2022;09:45:00;23,0;60,1
14/08/2022;10:00:00;23,0;60,1
14/08/2022;10:15:00;22,7;58,8
14/08/2022;10:30:00;22,3;57,1
14/08/2022;10:45:00;22,2;56,4
14/08/2022;11:00:00;22,2;56,6
14/08/2022;11:15:00;22,2;54,7
14/08/2022;11:30:00;22,1;54,9
14/08/2022;11:45:00;22,1;55,5
14/08/2022;12:00:00;22,0;53,5
14/08/2022;12:15:00;22,0;53,5
14/08/2022;12:30:00;22,0;54,5
14/08/2022;12:45:00;22,0;53,2
14/08/2022;13:00:00;22,0;51,9
14/08/2022;13:15:00;21,9;53,6
14/08/2022;13:30:00;21,9;52,6
14/08/2022;13:45:00;21,9;51,5
14/08/2022;14:00:00;21,8;51,9
14/08/2022;14:15:00;21,9;52,5
14/08/2022;14:30:00;21,8;53,0
14/08/2022;14:45:00;21,7;51,9
14/08/2022;15:00:00;21,7;53,6
14/08/2022;15:15:00;21,7;54,3
14/08/2022;15:30:00;21,7;53,5
14/08/2022;15:45:00;21,7;52,0
14/08/2022;16:00:00;21,6;52,0
14/08/2022;16:15:00;21,6;53,6
14/08/2022;16:30:00;21,7;53,0
14/08/2022;16:45:00;21,7;51,6
14/08/2022;17:00:00;21,7;51,9
14/08/2022;17:15:00;21,6;51,2
14/08/2022;17:30:00;21,6;51,4
14/08/2022;17:45:00;21,8;53,7
14/08/2022;18:00:00;22,0;53,1
14/08/2022;18:15:00;22,2;53,1
14/08/2022;18:30:00;22,3;53,3
